label,signature,size,depth,lugs,staveOption,hoopType,hardwareColor,scorchDepth,movement,spread,firstHit,firstHitScore,underTheHands,underTheHandsScore,fromTheBench,fromTheBenchScore,digest,attack,brightness,projection,sustain,warmth,sensitivity,control,attackDelta,brightnessDelta,projectionDelta,sustainDelta,warmthDelta,sensitivityDelta,controlDelta,playingSituation,feelReadText,highlightedCharacteristics
12x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Chrome • Light Torch,12|5.0|8|16 - 10mm|Die-Cast|Chrome|Light Torch,12,5.0,8,16 - 10mm,Die-Cast,Chrome,Light Torch,3.96,1.88,"Compact, quick, lean response",3.889,"Fast, disciplined touch response",1.685,Shorter note with firm response,2.0905,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,5.85,5.98,5.45,4.51,4.1,5.13,5.16,0.85,0.98,0.45,-0.49,-0.9,0.13,0.16,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, classic Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; Die-Cast hoops add focus and containment."
12x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Chrome • Medium Torch,12|5.0|8|16 - 10mm|Die-Cast|Chrome|Medium Torch,12,5.0,8,16 - 10mm,Die-Cast,Chrome,Medium Torch,4.31,1.85,"Compact, quick, lean response",3.733,"Fast, disciplined touch response",1.892,Shorter note with firm response,2.734,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,6.03,5.8,5.34,4.25,4.18,4.89,5.46,1.03,0.8,0.34,-0.75,-0.82,-0.11,0.46,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, classic Heritage presentation with a balanced TorchTuned posture, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; Die-Cast hoops add focus and containment."
12x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Chrome • Blackened,12|5.0|8|16 - 10mm|Die-Cast|Chrome|Blackened,12,5.0,8,16 - 10mm,Die-Cast,Chrome,Blackened,4.92,2.22,"Compact, quick, lean response",3.71,"Fast, disciplined touch response",0.444,Shorter note with firm response,3.5485,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,6.21,5.62,5.23,3.99,4.26,4.65,5.76,1.21,0.62,0.23,-1.01,-0.74,-0.35,0.76,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, classic Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; Die-Cast hoops add focus and containment."
12x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Black Nickel • Light Torch,12|5.0|8|16 - 10mm|Die-Cast|Black Nickel|Light Torch,12,5.0,8,16 - 10mm,Die-Cast,Black Nickel,Light Torch,3.96,1.88,"Compact, quick, lean response",3.889,"Fast, disciplined touch response",1.685,Shorter note with firm response,2.0905,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,5.85,5.98,5.45,4.51,4.1,5.13,5.16,0.85,0.98,0.45,-0.49,-0.9,0.13,0.16,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; Die-Cast hoops add focus and containment."
12x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Black Nickel • Medium Torch,12|5.0|8|16 - 10mm|Die-Cast|Black Nickel|Medium Torch,12,5.0,8,16 - 10mm,Die-Cast,Black Nickel,Medium Torch,4.31,1.85,"Compact, quick, lean response",3.733,"Fast, disciplined touch response",1.892,Shorter note with firm response,2.734,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,6.03,5.8,5.34,4.25,4.18,4.89,5.46,1.03,0.8,0.34,-0.75,-0.82,-0.11,0.46,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, slightly more modern Heritage presentation with a balanced TorchTuned posture, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; Die-Cast hoops add focus and containment."
12x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Black Nickel • Blackened,12|5.0|8|16 - 10mm|Die-Cast|Black Nickel|Blackened,12,5.0,8,16 - 10mm,Die-Cast,Black Nickel,Blackened,4.92,2.22,"Compact, quick, lean response",3.71,"Fast, disciplined touch response",0.444,Shorter note with firm response,3.5485,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,6.21,5.62,5.23,3.99,4.26,4.65,5.76,1.21,0.62,0.23,-1.01,-0.74,-0.35,0.76,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, slightly more modern Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; Die-Cast hoops add focus and containment."
12x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Brass/Gold • Light Torch,12|5.0|8|16 - 10mm|Die-Cast|Brass/Gold|Light Torch,12,5.0,8,16 - 10mm,Die-Cast,Brass/Gold,Light Torch,3.96,1.88,"Compact, quick, lean response",3.889,"Fast, disciplined touch response",1.685,Shorter note with firm response,2.0905,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,5.85,5.98,5.45,4.51,4.1,5.13,5.16,0.85,0.98,0.45,-0.49,-0.9,0.13,0.16,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, richer Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; Die-Cast hoops add focus and containment."
12x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Brass/Gold • Medium Torch,12|5.0|8|16 - 10mm|Die-Cast|Brass/Gold|Medium Torch,12,5.0,8,16 - 10mm,Die-Cast,Brass/Gold,Medium Torch,4.31,1.85,"Compact, quick, lean response",3.733,"Fast, disciplined touch response",1.892,Shorter note with firm response,2.734,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,6.03,5.8,5.34,4.25,4.18,4.89,5.46,1.03,0.8,0.34,-0.75,-0.82,-0.11,0.46,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, richer Heritage presentation with a balanced TorchTuned posture, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; Die-Cast hoops add focus and containment."
12x5.0 • 8 lugs • 16 - 10mm • Die-Cast • Brass/Gold • Blackened,12|5.0|8|16 - 10mm|Die-Cast|Brass/Gold|Blackened,12,5.0,8,16 - 10mm,Die-Cast,Brass/Gold,Blackened,4.92,2.22,"Compact, quick, lean response",3.71,"Fast, disciplined touch response",0.444,Shorter note with firm response,3.5485,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:shorter-note-firm-response,6.21,5.62,5.23,3.99,4.26,4.65,5.76,1.21,0.62,0.23,-1.01,-0.74,-0.35,0.76,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, richer Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the front edge firm and articulate.","Leaner and more controlled through the center than the benchmark Heritage build; a quicker, drier bite with a more defined front edge; a shorter, tighter note shape; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; Die-Cast hoops add focus and containment."
12x5.5 • 6 lugs • 12 - 8mm + $150 (Re-Rings Required) • Triple Flange • Chrome • Light Torch,12|5.5|6|12 - 8mm + $150 (Re-Rings Required)|Triple Flange|Chrome|Light Torch,12,5.5,6,12 - 8mm + $150 (Re-Rings Required),Triple Flange,Chrome,Light Torch,2.85,1.38,Lively touch with open detail,1.8295,"Expressive, blooming response",1.836,"Wide, open Heritage bloom",1.498,simple:lively-touch-open-detail > shaped:expressive-blooming-response > complex:wide-open-heritage-bloom,4.79,5.33,4.83,5.61,4.85,5.77,4.39,-0.21,0.33,-0.17,0.61,-0.15,0.77,-0.61,"A more open Heritage read, where the lighter torch treatment preserves extra liveliness, touch response, and a slightly freer bloom through the shell.","A cleaner, classic Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Noticeably shifted away from the benchmark Heritage center; the lighter TorchTune finish preserves more touch response and a freer shell reaction; the deeper 12-inch re-ring shell keeps studio warmth and balance; Triple Flange hoops preserve more of the line’s native openness.
12x5.5 • 6 lugs • 12 - 8mm + $150 (Re-Rings Required) • Triple Flange • Chrome • Medium Torch,12|5.5|6|12 - 8mm + $150 (Re-Rings Required)|Triple Flange|Chrome|Medium Torch,12,5.5,6,12 - 8mm + $150 (Re-Rings Required),Triple Flange,Chrome,Medium Torch,1.72,0.84,"Compact, quick, lean response",1.483,"Expressive, blooming response",1.013,"Dark, complex Heritage bloom",1.2045,simple:compact-quick-lean-response > shaped:expressive-blooming-response > complex:dark-complex-heritage-bloom,4.97,5.15,4.72,5.35,4.93,5.53,4.69,-0.03,0.15,-0.28,0.35,-0.07,0.53,-0.31,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A seasoned, classic Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; the deeper 12-inch re-ring shell keeps studio warmth and balance; Triple Flange hoops preserve more of the line’s native openness.
12x5.5 • 6 lugs • 12 - 8mm + $150 (Re-Rings Required) • Triple Flange • Chrome • Blackened,12|5.5|6|12 - 8mm + $150 (Re-Rings Required)|Triple Flange|Chrome|Blackened,12,5.5,6,12 - 8mm + $150 (Re-Rings Required),Triple Flange,Chrome,Blackened,0.97,0.68,"Compact, quick, lean response",1.443,"Fast, disciplined touch response",0.545,Balanced Heritage center,2.3125,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:balanced-heritage-center,5.15,4.97,4.61,5.09,5.01,5.29,4.99,0.15,-0.03,-0.39,0.09,0.01,0.29,-0.01,"A compact, TorchTuned Heritage read: still lively from the smaller shell, but darker and more settled than the same build in a lighter finish.","A darker, classic Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the deeper 12-inch re-ring shell keeps studio warmth and balance; Triple Flange hoops preserve more of the line’s native openness.
12x5.5 • 6 lugs • 12 - 8mm + $150 (Re-Rings Required) • Triple Flange • Black Nickel • Light Torch,12|5.5|6|12 - 8mm + $150 (Re-Rings Required)|Triple Flange|Black Nickel|Light Torch,12,5.5,6,12 - 8mm + $150 (Re-Rings Required),Triple Flange,Black Nickel,Light Torch,2.85,1.38,Lively touch with open detail,1.8295,"Expressive, blooming response",1.836,"Wide, open Heritage bloom",1.498,simple:lively-touch-open-detail > shaped:expressive-blooming-response > complex:wide-open-heritage-bloom,4.79,5.33,4.83,5.61,4.85,5.77,4.39,-0.21,0.33,-0.17,0.61,-0.15,0.77,-0.61,"A more open Heritage read, where the lighter torch treatment preserves extra liveliness, touch response, and a slightly freer bloom through the shell.","A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Noticeably shifted away from the benchmark Heritage center; the lighter TorchTune finish preserves more touch response and a freer shell reaction; the deeper 12-inch re-ring shell keeps studio warmth and balance; Triple Flange hoops preserve more of the line’s native openness.
12x5.5 • 6 lugs • 12 - 8mm + $150 (Re-Rings Required) • Triple Flange • Black Nickel • Medium Torch,12|5.5|6|12 - 8mm + $150 (Re-Rings Required)|Triple Flange|Black Nickel|Medium Torch,12,5.5,6,12 - 8mm + $150 (Re-Rings Required),Triple Flange,Black Nickel,Medium Torch,1.72,0.84,"Compact, quick, lean response",1.483,"Expressive, blooming response",1.013,"Dark, complex Heritage bloom",1.2045,simple:compact-quick-lean-response > shaped:expressive-blooming-response > complex:dark-complex-heritage-bloom,4.97,5.15,4.72,5.35,4.93,5.53,4.69,-0.03,0.15,-0.28,0.35,-0.07,0.53,-0.31,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A seasoned, slightly more modern Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; the deeper 12-inch re-ring shell keeps studio warmth and balance; Triple Flange hoops preserve more of the line’s native openness.
