company,line,model,size,family,construction,material1,material2,thickness,bearingEdge,hoop,lugs,confidence,missing,id
Brady Drum Company,Ply Shell,Blackheart Sassafras Ply Snare 16x6.5,16x6.5,wood,Ply,Sassafras,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_blackheart-sassafras-ply-snare-16x6-5_16x6-5_ply_sassafras_45-bearing-edges_1-5mm-proper-sn_45d860c1
Brady Drum Company,Ply Shell,Jarrah Ply Snare 10x5,10x5,wood,Ply,Jarrah,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_jarrah-ply-snare-10x5_10x5_ply_jarrah_45-bearing-edges_1-5mm-proper-snare-bed_natural-satin_a9104789
Brady Drum Company,Ply Shell,Jarrah Ply Snare 12x5,12x5,wood,Ply,Jarrah,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_jarrah-ply-snare-12x5_12x5_ply_jarrah_45-bearing-edges_1-5mm-proper-snare-bed_natural-satin_c574815f
Brady Drum Company,Ply Shell,Jarrah Ply Snare 13x5.5,13x5.5,wood,Ply,Jarrah,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_jarrah-ply-snare-13x5-5_13x5-5_ply_jarrah_45-bearing-edges_1-5mm-proper-snare-bed_natural-s_7bc792e4
Brady Drum Company,Ply Shell,Jarrah Ply Snare 14x5.5,14x5.5,wood,Ply,Jarrah,,MISSING,MISSING,2.3mm Super Hoop / rigid triple-flange style,10,medium,"shellThickness, bearingEdgeOrFallback",brady-drum-company_ply-shell_jarrah-ply-snare-14x5-5_14x5-5_ply_jarrah_unknown-likely-brady-style-45-family-edge_unknown_83bfb2e5
Brady Drum Company,Ply Shell,Jarrah Ply Snare 14x6.5,14x6.5,wood,Ply,Jarrah,,MISSING,MISSING,2.3mm Super Hoop / rigid triple-flange style,10,medium,"shellThickness, bearingEdgeOrFallback",brady-drum-company_ply-shell_jarrah-ply-snare-14x6-5_14x6-5_ply_jarrah_unknown-likely-brady-style-45-family-edge_unknown_7ecec5b5
Brady Drum Company,Ply Shell,Jarrah Ply Snare 14x8,14x8,wood,Ply,Jarrah,,MISSING,MISSING,2.3mm Super Hoop / rigid triple-flange style,10,medium,"shellThickness, bearingEdgeOrFallback",brady-drum-company_ply-shell_jarrah-ply-snare-14x8_14x8_ply_jarrah_unknown-likely-brady-style-45-family-edge_unknown-mod_9ef39f45
Brady Drum Company,Ply Shell,Jarrah Ply Snare 16x6.5,16x6.5,wood,Ply,Jarrah,,MISSING,MISSING,2.3mm Super Hoop / rigid triple-flange style,10,medium,"shellThickness, bearingEdgeOrFallback",brady-drum-company_ply-shell_jarrah-ply-snare-16x6-5_16x6-5_ply_jarrah_unknown-likely-brady-style-45-family-edge_unknown_d9aa9874
Brady Drum Company,Ply Shell,Marri Ply Snare 10x5,10x5,wood,Ply,Marri,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_marri-ply-snare-10x5_10x5_ply_marri_45-bearing-edges_1-5mm-proper-snare-bed_natural-satin-g_8836e84c
Brady Drum Company,Ply Shell,Marri Ply Snare 12x5,12x5,wood,Ply,Marri,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_marri-ply-snare-12x5_12x5_ply_marri_45-bearing-edges_1-5mm-proper-snare-bed_natural-satin-g_910cf005
Brady Drum Company,Ply Shell,Marri Ply Snare 13x5.5,13x5.5,wood,Ply,Marri,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_marri-ply-snare-13x5-5_13x5-5_ply_marri_45-bearing-edges_1-5mm-proper-snare-bed_natural-sat_6d851fd6
Brady Drum Company,Ply Shell,Marri Ply Snare 14x5.5,14x5.5,wood,Ply,Marri,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_marri-ply-snare-14x5-5_14x5-5_ply_marri_45-bearing-edges_1-5mm-proper-snare-bed_natural-sat_1b0af096
Brady Drum Company,Ply Shell,Marri Ply Snare 14x6.5,14x6.5,wood,Ply,Marri,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_marri-ply-snare-14x6-5_14x6-5_ply_marri_45-bearing-edges_1-5mm-proper-snare-bed_natural-sat_9755e9c5
Brady Drum Company,Ply Shell,Marri Ply Snare 14x8,14x8,wood,Ply,Marri,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_marri-ply-snare-14x8_14x8_ply_marri_45-bearing-edges_1-5mm-proper-snare-bed_natural-satin-g_9302fafc
Brady Drum Company,Ply Shell,Marri Ply Snare 16x6.5,16x6.5,wood,Ply,Marri,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_marri-ply-snare-16x6-5_16x6-5_ply_marri_45-bearing-edges_1-5mm-proper-snare-bed_natural-sat_c536b9fa
Brady Drum Company,Ply Shell,Spotted Gum Ply Snare 10x5,10x5,wood,Ply,Gum,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_spotted-gum-ply-snare-10x5_10x5_ply_gum_45-bearing-edges_1-5mm-proper-snare-bed_natural-sat_ffd106bf
Brady Drum Company,Ply Shell,Spotted Gum Ply Snare 12x5,12x5,wood,Ply,Gum,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_spotted-gum-ply-snare-12x5_12x5_ply_gum_45-bearing-edges_1-5mm-proper-snare-bed_natural-sat_c599cd4a
Brady Drum Company,Ply Shell,Spotted Gum Ply Snare 13x5.5,13x5.5,wood,Ply,Gum,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_spotted-gum-ply-snare-13x5-5_13x5-5_ply_gum_45-bearing-edges_1-5mm-proper-snare-bed_natural_ea55849e
Brady Drum Company,Ply Shell,Spotted Gum Ply Snare 14x5.5,14x5.5,wood,Ply,Gum,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_spotted-gum-ply-snare-14x5-5_14x5-5_ply_gum_45-bearing-edges_1-5mm-proper-snare-bed_natural_82e834bd
Brady Drum Company,Ply Shell,Spotted Gum Ply Snare 14x6.5,14x6.5,wood,Ply,Gum,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_spotted-gum-ply-snare-14x6-5_14x6-5_ply_gum_45-bearing-edges_1-5mm-proper-snare-bed_natural_abdd69bd
Brady Drum Company,Ply Shell,Spotted Gum Ply Snare 14x8,14x8,wood,Ply,Gum,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_spotted-gum-ply-snare-14x8_14x8_ply_gum_45-bearing-edges_1-5mm-proper-snare-bed_natural-sat_69003309
Brady Drum Company,Ply Shell,Spotted Gum Ply Snare 16x6.5,16x6.5,wood,Ply,Gum,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_spotted-gum-ply-snare-16x6-5_16x6-5_ply_gum_45-bearing-edges_1-5mm-proper-snare-bed_natural_58a1ff6a
Brady Drum Company,Ply Shell,Tasmanian Blackwood Ply Snare 10x5,10x5,wood,Ply,Tasmanian Blackwood,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_tasmanian-blackwood-ply-snare-10x5_10x5_ply_tasmanian-blackwood_45-bearing-edges_1-5mm-prop_75b335c9
Brady Drum Company,Ply Shell,Tasmanian Blackwood Ply Snare 12x5,12x5,wood,Ply,Tasmanian Blackwood,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_tasmanian-blackwood-ply-snare-12x5_12x5_ply_tasmanian-blackwood_45-bearing-edges_1-5mm-prop_75cb62d0
Brady Drum Company,Ply Shell,Tasmanian Blackwood Ply Snare 13x5.5,13x5.5,wood,Ply,Tasmanian Blackwood,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_tasmanian-blackwood-ply-snare-13x5-5_13x5-5_ply_tasmanian-blackwood_45-bearing-edges_1-5mm-_cab2f5d0
Brady Drum Company,Ply Shell,Tasmanian Blackwood Ply Snare 14x5.5,14x5.5,wood,Ply,Tasmanian Blackwood,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_tasmanian-blackwood-ply-snare-14x5-5_14x5-5_ply_tasmanian-blackwood_45-bearing-edges_1-5mm-_2bd4b854
Brady Drum Company,Ply Shell,Tasmanian Blackwood Ply Snare 14x6.5,14x6.5,wood,Ply,Tasmanian Blackwood,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_tasmanian-blackwood-ply-snare-14x6-5_14x6-5_ply_tasmanian-blackwood_45-bearing-edges_1-5mm-_bf3a1224
Brady Drum Company,Ply Shell,Tasmanian Blackwood Ply Snare 14x8,14x8,wood,Ply,Tasmanian Blackwood,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_tasmanian-blackwood-ply-snare-14x8_14x8_ply_tasmanian-blackwood_45-bearing-edges_1-5mm-prop_f977f322
Brady Drum Company,Ply Shell,Tasmanian Blackwood Ply Snare 16x6.5,16x6.5,wood,Ply,Tasmanian Blackwood,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_tasmanian-blackwood-ply-snare-16x6-5_16x6-5_ply_tasmanian-blackwood_45-bearing-edges_1-5mm-_065bbcae
Brady Drum Company,Ply Shell,Wandoo Ply Snare 10x5,10x5,wood,Ply,Wandoo,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_wandoo-ply-snare-10x5_10x5_ply_wandoo_45-bearing-edges_1-5mm-proper-snare-bed_natural-satin_75531621
Brady Drum Company,Ply Shell,Wandoo Ply Snare 12x5,12x5,wood,Ply,Wandoo,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_wandoo-ply-snare-12x5_12x5_ply_wandoo_45-bearing-edges_1-5mm-proper-snare-bed_natural-satin_a0f0a8b0
Brady Drum Company,Ply Shell,Wandoo Ply Snare 13x5.5,13x5.5,wood,Ply,Wandoo,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_wandoo-ply-snare-13x5-5_13x5-5_ply_wandoo_45-bearing-edges_1-5mm-proper-snare-bed_natural-s_b2a7af96
Brady Drum Company,Ply Shell,Wandoo Ply Snare 14x5.5,14x5.5,wood,Ply,Wandoo,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_wandoo-ply-snare-14x5-5_14x5-5_ply_wandoo_45-bearing-edges_1-5mm-proper-snare-bed_natural-s_9453d8ee
Brady Drum Company,Ply Shell,Wandoo Ply Snare 14x6.5,14x6.5,wood,Ply,Wandoo,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_wandoo-ply-snare-14x6-5_14x6-5_ply_wandoo_45-bearing-edges_1-5mm-proper-snare-bed_natural-s_7ad888a7
Brady Drum Company,Ply Shell,Wandoo Ply Snare 14x8,14x8,wood,Ply,Wandoo,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_wandoo-ply-snare-14x8_14x8_ply_wandoo_45-bearing-edges_1-5mm-proper-snare-bed_natural-satin_ff859858
Brady Drum Company,Ply Shell,Wandoo Ply Snare 16x6.5,16x6.5,wood,Ply,Wandoo,,MISSING,45° bearing edges,2.3mm Super Hoop / rigid triple-flange style,10,medium,shellThickness,brady-drum-company_ply-shell_wandoo-ply-snare-16x6-5_16x6-5_ply_wandoo_45-bearing-edges_1-5mm-proper-snare-bed_natural-s_a807bc1e
Brooks Drum Co.,Steam-Bent Solid Shell,Steam-Bent Solid Shell Ash 14x5.5,14x5.5,wood,Steam Bent,Ash,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",brooks-drum-co_steam-bent-solid-shell_steam-bent-solid-shell-ash-14x5-5_14x5-5_steam-bent_ash_3b033b85
Brooks Drum Co.,Steam-Bent Solid Shell,Steam-Bent Solid Shell Ash 14x6.5,14x6.5,wood,Steam Bent,Ash,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",brooks-drum-co_steam-bent-solid-shell_steam-bent-solid-shell-ash-14x6-5_14x6-5_steam-bent_ash_5cc2ff34
Brooks Drum Co.,Steam-Bent Solid Shell,Steam-Bent Solid Shell Cherry 14x5.5,14x5.5,wood,Steam Bent,Cherry,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",brooks-drum-co_steam-bent-solid-shell_steam-bent-solid-shell-cherry-14x5-5_14x5-5_steam-bent_cherry_13d41aa3
Brooks Drum Co.,Steam-Bent Solid Shell,Steam-Bent Solid Shell Cherry 14x6.5,14x6.5,wood,Steam Bent,Cherry,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",brooks-drum-co_steam-bent-solid-shell_steam-bent-solid-shell-cherry-14x6-5_14x6-5_steam-bent_cherry_f14ec73e
Brooks Drum Co.,Steam-Bent Solid Shell,Steam-Bent Solid Shell Mahogany 14x5.5,14x5.5,wood,Steam Bent,Mahogany,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",brooks-drum-co_steam-bent-solid-shell_steam-bent-solid-shell-mahogany-14x5-5_14x5-5_steam-bent_mahogany_43aede89
Brooks Drum Co.,Steam-Bent Solid Shell,Steam-Bent Solid Shell Mahogany 14x6.5,14x6.5,wood,Steam Bent,Mahogany,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",brooks-drum-co_steam-bent-solid-shell_steam-bent-solid-shell-mahogany-14x6-5_14x6-5_steam-bent_mahogany_20e476c7
Brooks Drum Co.,Steam-Bent Solid Shell,Steam-Bent Solid Shell Maple 14x5.5,14x5.5,wood,Steam Bent,Maple,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",brooks-drum-co_steam-bent-solid-shell_steam-bent-solid-shell-maple-14x5-5_14x5-5_steam-bent_maple_1b8cc0aa
Brooks Drum Co.,Steam-Bent Solid Shell,Steam-Bent Solid Shell Maple 14x6.5,14x6.5,wood,Steam Bent,Maple,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",brooks-drum-co_steam-bent-solid-shell_steam-bent-solid-shell-maple-14x6-5_14x6-5_steam-bent_maple_cb66f81f
Brooks Drum Co.,Steam-Bent Solid Shell,Steam-Bent Solid Shell Oak 14x5.5,14x5.5,wood,Steam Bent,Oak,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",brooks-drum-co_steam-bent-solid-shell_steam-bent-solid-shell-oak-14x5-5_14x5-5_steam-bent_oak_3c99065c
Brooks Drum Co.,Steam-Bent Solid Shell,Steam-Bent Solid Shell Oak 14x6.5,14x6.5,wood,Steam Bent,Oak,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",brooks-drum-co_steam-bent-solid-shell_steam-bent-solid-shell-oak-14x6-5_14x6-5_steam-bent_oak_95cd944b
Brooks Drum Co.,Steam-Bent Solid Shell,Steam-Bent Solid Shell Walnut 14x5.5,14x5.5,wood,Steam Bent,Walnut,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",brooks-drum-co_steam-bent-solid-shell_steam-bent-solid-shell-walnut-14x5-5_14x5-5_steam-bent_walnut_c241c44b
Brooks Drum Co.,Steam-Bent Solid Shell,Steam-Bent Solid Shell Walnut 14x6.5,14x6.5,wood,Steam Bent,Walnut,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",brooks-drum-co_steam-bent-solid-shell_steam-bent-solid-shell-walnut-14x6-5_14x6-5_steam-bent_walnut_72c87ee3
C&C Drums USA,Custom Drums,Custom Acrylic 14x6.5,14x6.5,composite,Acrylic,Acrylic,,MISSING,Customer-selected bearing edge,unknown,,medium,shellThickness,candc-drums-usa_custom-drums_custom-acrylic-14x6-5_14x6-5_acrylic_acrylic_customer-selected-bearing-edge_f58e8692
C&C Drums USA,Custom Drums,Custom Luan 6 & 6 14x6.5,14x6.5,composite,Acrylic,Luan,,MISSING,Customer-selected bearing edge,unknown,,medium,shellThickness,candc-drums-usa_custom-drums_custom-luan-6-and-6-14x6-5_14x6-5_acrylic_luan_customer-selected-bearing-edge_ca8709ec
C&C Drums USA,Custom Drums,Custom 7 Ply Mahogany 14x6.5,14x6.5,wood,Acrylic,Mahogany,,MISSING,Customer-selected bearing edge,unknown,,medium,shellThickness,candc-drums-usa_custom-drums_custom-7-ply-mahogany-14x6-5_14x6-5_acrylic_mahogany_customer-selected-bearing-edge_861b3e9b
C&C Drums USA,Custom Drums,Custom 7 Ply Maple 14x6.5,14x6.5,wood,Acrylic,Maple,,MISSING,Customer-selected bearing edge,unknown,,medium,shellThickness,candc-drums-usa_custom-drums_custom-7-ply-maple-14x6-5_14x6-5_acrylic_maple_customer-selected-bearing-edge_d88bc2ee
C&C Drums USA,Custom Drums,Custom Maple/Mahogany/Maple 14x6.5,14x6.5,wood,Acrylic,Maple,Mahogany,MISSING,Customer-selected bearing edge,unknown,,medium,shellThickness,candc-drums-usa_custom-drums_custom-maple-mahogany-maple-14x6-5_14x6-5_acrylic_maple_mahogany_maple_customer-selected-be_7c224be2
C&C Drums USA,Custom Drums,Custom Maple/Poplar/Maple 14x6.5,14x6.5,wood,Acrylic,Maple,Poplar,MISSING,Customer-selected bearing edge,unknown,,medium,shellThickness,candc-drums-usa_custom-drums_custom-maple-poplar-maple-14x6-5_14x6-5_acrylic_maple_poplar_maple_customer-selected-bearin_e339300b
Canopus,Black Nickel Brass II,Black Nickel Brass II 14x5.5,14x5.5,metal,Metal,Brass,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_black-nickel-brass-ii_black-nickel-brass-ii-14x5-5_14x5-5_metal_brass_a81d3d2e
Canopus,Black Nickel Brass II,Black Nickel Brass II 14x6.5,14x6.5,metal,Metal,Brass,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_black-nickel-brass-ii_black-nickel-brass-ii-14x6-5_14x6-5_metal_brass_8191fdcd
Canopus,Hammered Bronze,Hammered Bronze 14x5.5,14x5.5,metal,Metal,Bronze,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_hammered-bronze_hammered-bronze-14x5-5_14x5-5_metal_bronze_dc26ad3e
Canopus,Hammered Bronze,Hammered Bronze 14x6.5,14x6.5,metal,Metal,Bronze,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_hammered-bronze_hammered-bronze-14x6-5_14x6-5_metal_bronze_6125d9a7
Canopus,Patina Solid Brass,Patina Solid Brass 14x5.5,14x5.5,metal,Metal,Brass,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_patina-solid-brass_patina-solid-brass-14x5-5_14x5-5_metal_brass_3022a08c
Canopus,Patina Solid Brass,Patina Solid Brass 14x6.5,14x6.5,metal,Metal,Brass,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_patina-solid-brass_patina-solid-brass-14x6-5_14x6-5_metal_brass_1a7cfa6c
Canopus,Piccolo Bronze,Piccolo Bronze 14x4,14x4,metal,Metal,Bronze,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_piccolo-bronze_piccolo-bronze-14x4_14x4_metal_bronze_08f088c9
Canopus,Solid Bronze,Solid Bronze 14x5.5,14x5.5,metal,Metal,Bronze,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_solid-bronze_solid-bronze-14x5-5_14x5-5_metal_bronze_21c94d73
Canopus,Solid Bronze,Solid Bronze 14x6.5,14x6.5,metal,Metal,Bronze,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_solid-bronze_solid-bronze-14x6-5_14x6-5_metal_bronze_ab4e7546
Canopus,Others,12Top / 6Bottom Lugs Piccolo Snare Drum,14x4,unknown,Other / Needs Research,unknown,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_others_12top-6bottom-lugs-piccolo-snare-drum_14x4_other-needs-research_17efbea2
Canopus,R.O.F PROJECT,R.O.F Project Snare Drum,14x6.5,unknown,Other / Needs Research,unknown,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_r-o-f-project_r-o-f-project-snare-drum_14x6-5_other-needs-research_0c72185e
Canopus,1ply Oak,1ply Oak 14x5.5,14x5.5,wood,Steam Bent,Oak,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_1ply-oak_1ply-oak-14x5-5_14x5-5_steam-bent_oak_e41cb5d7
Canopus,1ply Oak,1ply Oak 14x6.5,14x6.5,wood,Steam Bent,Oak,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_1ply-oak_1ply-oak-14x6-5_14x6-5_steam-bent_oak_457d6606
Canopus,1ply Soft Maple,1ply Soft Maple 14x5.5,14x5.5,wood,Steam Bent,Maple,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",canopus_1ply-soft-maple_1ply-soft-maple-14x5-5_14x5-5_steam-bent_maple_cd277bcc
